Logical Address,Page Number,Offset,TLB Hit/Miss,Page Fault,Frame Number,Physical Address,Value,Replaced Page,Replaced Frame
4169,16,73,miss,no,99,25417,0,-1,-1
36118,141,22,miss,no,7,1814,35,-1,-1
9584,37,112,miss,yes,72,18544,0,69,72
18490,72,58,miss,no,95,24378,18,-1,-1
55420,216,124,miss,no,47,12156,0,-1,-1
5708,22,76,miss,no,112,28748,0,-1,-1
23506,91,210,miss,no,59,15314,22,-1,-1
15391,60,31,miss,no,18,4639,7,-1,-1
36368,142,16,miss,yes,73,18704,0,178,73
38976,152,64,miss,yes,74,19008,0,233,74
50406,196,230,miss,yes,75,19430,49,40,75
49236,192,84,miss,no,66,16980,0,-1,-1
65035,254,11,miss,no,82,21003,-126,-1,-1
30120,117,168,miss,yes,76,19624,0,206,76
62551,244,87,miss,no,17,4439,21,-1,-1
46809,182,217,miss,no,12,3289,0,-1,-1
21687,84,183,miss,no,115,29623,45,-1,-1
53839,210,79,miss,no,127,32591,-109,-1,-1
2098,8,50,miss,yes,77,19762,2,251,77
12364,48,76,miss,yes,78,20044,0,159,78
45366,177,54,miss,yes,79,20278,44,65,79
50437,197,5,miss,no,67,17157,0,-1,-1
36675,143,67,miss,yes,80,20547,-48,126,80
55382,216,86,miss,no,47,12118,54,-1,-1
11846,46,70,miss,yes,81,20806,11,35,81
49127,191,231,miss,no,96,24807,-7,-1,-1
19900,77,188,miss,no,21,5564,0,-1,-1
20554,80,74,miss,no,37,9546,20,-1,-1
19219,75,19,miss,no,64,16403,-60,-1,-1
51483,201,27,miss,yes,82,21019,70,254,82
58090,226,234,miss,yes,83,21482,56,213,83
39074,152,162,miss,no,74,19106,38,-1,-1
16060,62,188,miss,no,109,28092,0,-1,-1
10447,40,207,miss,yes,84,21711,51,215,84
54169,211,153,miss,no,111,28569,0,-1,-1
20634,80,154,hit,no,37,9626,20,-1,-1
57555,224,211,miss,yes,85,21971,52,176,85
61210,239,26,miss,yes,86,22042,59,102,86
269,1,13,miss,no,38,9741,0,-1,-1
33154,129,130,miss,no,122,31362,32,-1,-1
64487,251,231,miss,yes,87,22503,-7,250,87
61223,239,39,hit,no,86,22055,-55,-1,-1
47292,184,188,miss,no,42,10940,0,-1,-1
21852,85,92,miss,yes,88,22620,0,115,88
5281,20,161,miss,no,55,14241,0,-1,-1
45912,179,88,miss,no,100,25688,0,-1,-1
32532,127,20,miss,no,92,23572,0,-1,-1
63067,246,91,miss,yes,89,22875,-106,125,89
41683,162,211,miss,no,71,18387,-76,-1,-1
20981,81,245,miss,yes,90,23285,0,180,90
33881,132,89,miss,yes,91,23385,0,88,91
41785,163,57,miss,yes,92,23609,0,127,92
4580,17,228,miss,no,56,14564,0,-1,-1
41389,161,173,miss,yes,93,23981,0,181,93
28572,111,156,miss,no,123,31644,0,-1,-1
782,3,14,miss,yes,94,24078,0,33,94
30273,118,65,miss,no,62,15937,0,-1,-1
62267,243,59,miss,no,101,25915,-50,-1,-1
17922,70,2,miss,no,0,2,17,-1,-1
63238,247,6,miss,no,40,10246,61,-1,-1
3308,12,236,miss,no,48,12524,0,-1,-1
26545,103,177,miss,no,19,5041,0,-1,-1
44395,173,107,miss,yes,95,24427,90,72,95
39120,152,208,miss,no,74,19152,0,-1,-1
21706,84,202,miss,no,115,29642,21,-1,-1
7144,27,232,miss,yes,96,24808,0,191,96
30244,118,36,hit,no,62,15908,0,-1,-1
3725,14,141,miss,yes,97,24973,0,135,97
54632,213,104,miss,yes,98,25192,0,149,98
30574,119,110,miss,yes,99,25454,29,16,99
8473,33,25,miss,yes,100,25625,0,179,100
12386,48,98,miss,no,78,20066,12,-1,-1
41114,160,154,miss,no,13,3482,40,-1,-1
57930,226,74,miss,no,83,21322,56,-1,-1
15341,59,237,miss,no,23,6125,0,-1,-1
15598,60,238,miss,no,18,4846,15,-1,-1
59922,234,18,miss,yes,101,25874,58,243,101
18226,71,50,miss,yes,102,26162,17,252,102
48162,188,34,miss,yes,103,26402,47,42,103
41250,161,34,miss,no,93,23842,40,-1,-1
1512,5,232,miss,no,107,27624,0,-1,-1
2546,9,242,miss,no,31,8178,2,-1,-1
41682,162,210,miss,no,71,18386,40,-1,-1
322,1,66,miss,no,38,9794,0,-1,-1
880,3,112,miss,no,94,24176,0,-1,-1
20891,81,155,miss,no,90,23195,102,-1,-1
56604,221,28,miss,yes,104,26652,0,174,104
40166,156,230,miss,yes,105,27110,39,214,105
26791,104,167,miss,yes,106,27303,41,220,106
44560,174,16,miss,yes,107,27408,0,5,107
38698,151,42,miss,yes,108,27690,37,228,108
64127,250,127,miss,yes,109,28031,-97,62,109
15028,58,180,miss,yes,110,28340,0,21,110
38669,151,13,hit,no,108,27661,0,-1,-1
45637,178,69,miss,yes,111,28485,0,211,111
43151,168,143,miss,no,114,29327,35,-1,-1
9465,36,249,miss,no,28,7417,0,-1,-1
2498,9,194,hit,no,31,8130,2,-1,-1
13978,54,154,miss,yes,112,28826,13,22,112
16326,63,198,miss,no,26,6854,15,-1,-1
51442,200,242,miss,no,22,5874,50,-1,-1
34845,136,29,miss,no,20,5149,0,-1,-1
63667,248,179,miss,yes,113,29107,44,83,113
39370,153,202,miss,no,15,4042,38,-1,-1
55671,217,119,miss,yes,114,29303,93,168,114
64496,251,240,miss,no,87,22512,0,-1,-1
7767,30,87,miss,no,46,11863,-107,-1,-1
6283,24,139,miss,yes,115,29579,34,84,115
55884,218,76,miss,yes,116,29772,0,97,116
61103,238,175,miss,yes,117,30127,-85,89,117
10184,39,200,miss,yes,118,30408,0,230,118
39543,154,119,miss,yes,119,30583,-99,53,119
9555,37,83,miss,no,72,18515,84,-1,-1
13963,54,139,hit,no,112,28811,-94,-1,-1
58975,230,95,miss,yes,120,30815,-105,172,120
19537,76,81,miss,yes,121,31057,0,113,121
6101,23,213,miss,no,27,7125,0,-1,-1
41421,161,205,miss,no,93,24013,0,-1,-1
45502,177,190,miss,no,79,20414,44,-1,-1
29328,114,144,miss,yes,122,31376,0,129,122
8149,31,213,miss,no,54,14037,0,-1,-1
25450,99,106,miss,yes,123,31594,24,111,123
58944,230,64,hit,no,120,30784,0,-1,-1
50666,197,234,miss,no,67,17386,49,-1,-1
23084,90,44,miss,no,36,9260,0,-1,-1
36468,142,116,miss,no,73,18804,0,-1,-1
33645,131,109,miss,yes,124,31853,0,169,124
25002,97,170,miss,yes,125,32170,24,19,125
53715,209,211,miss,yes,126,32467,116,10,126
60173,235,13,miss,no,45,11533,0,-1,-1
46354,181,18,miss,yes,127,32530,45,210,127
4708,18,100,miss,no,57,14692,0,-1,-1
28208,110,48,miss,no,30,7728,0,-1,-1
58844,229,220,miss,no,11,3036,0,-1,-1
22173,86,157,miss,no,35,9117,0,-1,-1
8535,33,87,miss,no,100,25687,85,-1,-1
42261,165,21,miss,yes,0,21,0,70,0
29687,115,247,miss,yes,1,503,-3,56,1
37799,147,167,miss,yes,2,679,-23,240,2
22566,88,38,miss,yes,3,806,22,79,3
62520,244,56,miss,no,17,4408,0,-1,-1
4098,16,2,miss,yes,4,1026,4,105,4
47999,187,127,miss,no,25,6527,-33,-1,-1
49660,193,252,miss,yes,5,1532,0,44,5
37063,144,199,miss,no,8,2247,49,-1,-1
41856,163,128,miss,no,92,23680,0,-1,-1
5417,21,41,miss,yes,6,1577,0,198,6
48856,190,216,miss,no,65,16856,0,-1,-1
10682,41,186,miss,yes,7,1978,10,141,7
22370,87,98,miss,no,34,8802,21,-1,-1
63281,247,49,miss,no,40,10289,0,-1,-1
62452,243,244,miss,yes,8,2292,0,144,8
50532,197,100,miss,no,67,17252,0,-1,-1
9022,35,62,miss,yes,9,2366,8,232,9
59300,231,164,miss,yes,10,2724,0,92,10
58660,229,36,miss,no,11,2852,0,-1,-1
56401,220,81,miss,yes,11,2897,0,229,11
8518,33,70,miss,no,100,25670,8,-1,-1
63066,246,90,miss,no,89,22874,61,-1,-1
63250,247,18,hit,no,40,10258,61,-1,-1
48592,189,208,miss,yes,12,3280,0,182,12
28771,112,99,miss,yes,13,3427,24,160,13
37673,147,41,miss,no,2,553,0,-1,-1
60776,237,104,miss,yes,14,3688,0,185,14
56438,220,118,hit,no,11,2934,55,-1,-1
60424,236,8,miss,no,50,12808,0,-1,-1
39993,156,57,miss,no,105,26937,0,-1,-1
56004,218,196,miss,no,116,29892,0,-1,-1
59002,230,122,miss,no,120,30842,57,-1,-1
33982,132,190,miss,no,91,23486,33,-1,-1
25498,99,154,miss,no,123,31642,24,-1,-1
57047,222,215,miss,yes,15,4055,-75,153,15
1401,5,121,miss,yes,16,4217,0,227,16
15130,59,26,miss,no,23,5914,14,-1,-1
42960,167,208,miss,yes,17,4560,0,244,17
61827,241,131,miss,yes,18,4739,96,60,18
32442,126,186,miss,yes,19,5050,31,103,19
64304,251,48,miss,no,87,22320,0,-1,-1
30273,118,65,miss,no,62,15937,0,-1,-1
38082,148,194,miss,yes,20,5314,37,136,20
22404,87,132,miss,no,34,8836,0,-1,-1
3808,14,224,miss,no,97,25056,0,-1,-1
16883,65,243,miss,yes,21,5619,124,77,21
23111,90,71,miss,no,36,9287,-111,-1,-1
62417,243,209,miss,no,8,2257,0,-1,-1
60364,235,204,miss,no,45,11724,0,-1,-1
4542,17,190,miss,no,56,14526,4,-1,-1
14829,57,237,miss,yes,22,5869,0,200,22
44964,175,164,miss,yes,23,6052,0,59,23
33924,132,132,miss,no,91,23428,0,-1,-1
2141,8,93,miss,no,77,19805,0,-1,-1
19245,75,45,miss,no,64,16429,0,-1,-1
47168,184,64,miss,no,42,10816,0,-1,-1
24048,93,240,miss,yes,24,6384,0,253,24
1022,3,254,miss,no,94,24318,0,-1,-1
23075,90,35,hit,no,36,9251,-120,-1,-1
24888,97,56,miss,no,125,32056,0,-1,-1
49247,192,95,miss,no,66,16991,23,-1,-1
4900,19,36,miss,yes,25,6436,0,187,25
22656,88,128,miss,no,3,896,0,-1,-1
34117,133,69,miss,yes,26,6725,0,63,26
55555,217,3,miss,no,114,29187,64,-1,-1
48947,191,51,miss,yes,27,6963,-52,23,27
59533,232,141,miss,yes,28,7309,0,36,28
21312,83,64,miss,yes,29,7488,0,138,29
21415,83,167,hit,no,29,7591,-23,-1,-1
813,3,45,hit,no,94,24109,0,-1,-1
19419,75,219,hit,no,64,16603,-10,-1,-1
1999,7,207,miss,no,39,10191,-13,-1,-1
20155,78,187,miss,yes,30,7867,-82,110,30
21521,84,17,miss,yes,31,7953,0,9,31
13670,53,102,miss,yes,32,8294,13,186,32
19289,75,89,hit,no,64,16473,0,-1,-1
58483,228,115,miss,yes,33,8563,28,183,33
41318,161,102,miss,no,93,23910,40,-1,-1
16151,63,23,miss,yes,34,8727,-59,87,34
13611,53,43,hit,no,32,8235,74,-1,-1
21514,84,10,hit,no,31,7946,21,-1,-1
13499,52,187,miss,yes,35,9147,46,86,35
45583,178,15,miss,no,111,28431,-125,-1,-1
49013,191,117,hit,no,27,7029,0,-1,-1
64843,253,75,miss,yes,36,9291,82,90,36
63485,247,253,miss,no,40,10493,0,-1,-1
38697,151,41,miss,no,108,27689,0,-1,-1
59188,231,52,miss,no,10,2612,0,-1,-1
24593,96,17,miss,yes,37,9489,0,80,37
57641,225,41,miss,yes,38,9769,0,1,38
36524,142,172,miss,no,73,18860,0,-1,-1
56980,222,148,miss,no,15,3988,0,-1,-1
36810,143,202,miss,no,80,20682,35,-1,-1
6096,23,208,miss,yes,39,10192,0,7,39
11070,43,62,miss,no,53,13630,10,-1,-1
60124,234,220,miss,no,101,26076,0,-1,-1
37576,146,200,miss,yes,40,10440,0,247,40
15096,58,248,miss,no,110,28408,0,-1,-1
45247,176,191,miss,yes,41,10687,47,49,41
32783,128,15,miss,no,44,11279,3,-1,-1
58390,228,22,miss,no,33,8470,57,-1,-1
60873,237,201,miss,no,14,3785,0,-1,-1
23719,92,167,miss,yes,42,10919,41,184,42
24385,95,65,miss,yes,43,11073,0,171,43
22307,87,35,miss,yes,44,11299,-56,128,44
17375,67,223,miss,yes,45,11743,-9,235,45
15990,62,118,miss,yes,46,11894,15,30,46
20526,80,46,miss,yes,47,12078,20,216,47
25904,101,48,miss,yes,48,12336,0,12,48
42224,164,240,miss,yes,49,12784,0,109,49
9311,36,95,miss,yes,50,12895,23,236,50
7862,30,182,miss,yes,51,13238,7,0,51
3835,14,251,miss,no,97,25083,-66,-1,-1
30535,119,71,miss,no,99,25415,-47,-1,-1
65179,254,155,miss,yes,52,13467,-90,50,52
57387,224,43,miss,no,85,21803,10,-1,-1
63579,248,91,miss,no,113,29019,22,-1,-1
4946,19,82,miss,no,25,6482,4,-1,-1
9037,35,77,miss,no,9,2381,0,-1,-1
61033,238,105,miss,no,117,30057,0,-1,-1
55543,216,247,miss,yes,53,13815,61,43,53
50361,196,185,miss,no,75,19385,0,-1,-1
6480,25,80,miss,yes,54,13904,0,31,54
14042,54,218,miss,no,112,28890,13,-1,-1
21531,84,27,miss,no,31,7963,6,-1,-1
39195,153,27,miss,yes,55,14107,70,20,55
37511,146,135,miss,no,40,10375,-95,-1,-1
23696,92,144,miss,no,42,10896,0,-1,-1
27440,107,48,miss,yes,56,14384,0,17,56
28201,110,41,miss,yes,57,14633,0,18,57
23072,90,32,miss,yes,58,14880,0,94,58
7814,30,134,miss,no,51,13190,7,-1,-1
6552,25,152,hit,no,54,13976,0,-1,-1
43637,170,117,miss,yes,59,15221,0,91,59
35113,137,41,miss,yes,60,15401,0,199,60
34890,136,74,miss,yes,61,15690,34,155,61
61297,239,113,miss,no,86,22129,0,-1,-1
45633,178,65,miss,no,111,28481,0,-1,-1
61431,239,247,hit,no,86,22263,-3,-1,-1
46032,179,208,miss,yes,62,16080,0,118,62
18774,73,86,miss,yes,63,16214,18,106,63
62991,246,15,miss,no,89,22799,-125,-1,-1
28059,109,155,miss,yes,64,16539,102,75,64
35229,137,157,hit,no,60,15517,0,-1,-1
51230,200,30,miss,yes,65,16670,50,190,65
14405,56,69,miss,yes,66,16965,0,192,66
52242,204,18,miss,yes,67,17170,51,197,67
43153,168,145,miss,yes,68,17553,0,202,68
2709,10,149,miss,yes,69,17813,0,195,69
47963,187,91,miss,yes,70,18011,-42,212,70
36943,144,79,miss,yes,71,18255,19,162,71
54066,211,50,miss,yes,72,18482,52,37,72
10054,39,70,miss,no,118,30278,9,-1,-1
43051,168,43,hit,no,68,17451,10,-1,-1
11525,45,5,miss,yes,73,18693,0,142,73
17684,69,20,miss,yes,74,18964,0,152,74
41681,162,209,miss,yes,75,19409,0,196,75
27883,108,235,miss,yes,76,19691,58,117,76
56909,222,77,miss,no,15,3917,0,-1,-1
45772,178,204,miss,no,111,28620,0,-1,-1
27496,107,104,miss,no,56,14440,0,-1,-1
46842,182,250,miss,yes,77,19962,45,8,77
38734,151,78,miss,no,108,27726,37,-1,-1
28972,113,44,miss,yes,78,20012,0,48,78
59684,233,36,miss,yes,79,20260,0,177,79
11384,44,120,miss,yes,80,20600,0,143,80
21018,82,26,miss,yes,81,20762,20,46,81
2192,8,144,miss,yes,82,21136,0,201,82
18384,71,208,miss,no,102,26320,0,-1,-1
13464,52,152,miss,no,35,9112,0,-1,-1
31018,121,42,miss,yes,83,21290,30,226,83
62958,245,238,miss,yes,84,21742,61,40,84
30611,119,147,miss,no,99,25491,-28,-1,-1
1913,7,121,miss,yes,85,21881,0,224,85
18904,73,216,miss,no,63,16344,0,-1,-1
26773,104,149,miss,no,106,27285,0,-1,-1
55491,216,195,miss,no,53,13763,48,-1,-1
21899,85,139,miss,no,88,22667,98,-1,-1
64413,251,157,miss,no,87,22429,0,-1,-1
47134,184,30,miss,yes,86,22046,46,239,86
23172,90,132,miss,no,58,14980,0,-1,-1
7262,28,94,miss,yes,87,22366,7,251,87
12705,49,161,miss,yes,88,22689,0,85,88
7522,29,98,miss,yes,89,22882,7,246,89
58815,229,191,miss,yes,90,23231,111,81,90
34916,136,100,miss,no,61,15716,0,-1,-1
3802,14,218,miss,no,97,25050,3,-1,-1
58008,226,152,miss,yes,91,23448,0,132,91
1239,4,215,miss,yes,92,23767,53,163,92
63947,249,203,miss,yes,93,24011,114,161,93
381,1,125,miss,yes,94,24189,0,3,94
60734,237,62,miss,no,14,3646,59,-1,-1
48769,190,129,miss,yes,95,24449,0,173,95
41938,163,210,miss,yes,96,24786,40,27,96
38025,148,137,miss,no,20,5257,0,-1,-1
55099,215,59,miss,yes,97,24891,-50,14,97
56691,221,115,miss,no,104,26739,92,-1,-1
39530,154,106,miss,no,119,30570,38,-1,-1
59003,230,123,miss,no,120,30843,-98,-1,-1
6029,23,141,miss,no,39,10125,0,-1,-1
20920,81,184,miss,yes,98,25272,0,213,98
8077,31,141,miss,yes,99,25485,0,119,99
42633,166,137,miss,yes,100,25737,0,33,100
17443,68,35,miss,yes,101,25891,8,234,101
53570,209,66,miss,no,126,32322,52,-1,-1
22833,89,49,miss,yes,102,26161,0,71,102
3782,14,198,miss,yes,103,26566,3,188,103
47758,186,142,miss,yes,104,26766,46,221,104
22136,86,120,miss,yes,105,27000,0,156,105
22427,87,155,miss,no,44,11419,-26,-1,-1
23867,93,59,miss,no,24,6203,78,-1,-1
59968,234,64,miss,yes,106,27200,0,104,106
62166,242,214,miss,yes,107,27606,60,174,107
6972,27,60,miss,yes,108,27708,0,151,108
63684,248,196,miss,no,113,29124,0,-1,-1
46388,181,52,miss,no,127,32564,0,-1,-1
41942,163,214,miss,no,96,24790,40,-1,-1
36524,142,172,miss,yes,109,28076,0,250,109
9323,36,107,miss,no,50,12907,26,-1,-1
31114,121,138,miss,no,83,21386,30,-1,-1
22345,87,73,hit,no,44,11337,0,-1,-1
46463,181,127,hit,no,127,32639,95,-1,-1
54671,213,143,miss,yes,110,28303,99,58,110
9214,35,254,miss,no,9,2558,8,-1,-1
7257,28,89,miss,no,87,22361,0,-1,-1
33150,129,126,miss,yes,111,28542,32,178,111
41565,162,93,miss,no,75,19293,0,-1,-1
26214,102,102,miss,yes,112,28774,25,54,112
3595,14,11,miss,no,103,26379,-126,-1,-1
17932,70,12,miss,yes,113,28940,0,248,113
34660,135,100,miss,yes,114,29284,0,217,114
51961,202,249,miss,yes,115,29689,0,24,115
58634,229,10,miss,no,90,23050,57,-1,-1
57990,226,134,miss,no,91,23430,56,-1,-1
28848,112,176,miss,no,13,3504,0,-1,-1
49920,195,0,miss,yes,116,29696,0,218,116
18351,71,175,miss,yes,117,30127,-21,238,117
53669,209,165,miss,no,126,32421,0,-1,-1
33996,132,204,miss,yes,118,30412,0,39,118
6741,26,85,miss,yes,119,30549,0,154,119
64098,250,98,miss,yes,120,30818,62,230,120
606,2,94,miss,yes,121,31070,0,76,121
27383,106,247,miss,yes,122,31479,-67,114,122
63140,246,164,miss,yes,123,31652,0,99,123
32228,125,228,miss,yes,124,31972,0,131,124
63437,247,205,miss,yes,125,32205,0,97,125
29085,113,157,miss,no,78,20125,0,-1,-1
65080,254,56,miss,no,52,13368,0,-1,-1
38753,151,97,miss,yes,126,32353,0,209,126
16041,62,169,miss,no,46,11945,0,-1,-1
9041,35,81,miss,no,9,2385,0,-1,-1
42090,164,106,miss,no,49,12650,41,-1,-1
46388,181,52,miss,no,127,32564,0,-1,-1
63650,248,162,miss,yes,127,32674,62,181,127
36636,143,28,miss,yes,0,28,0,165,0
21947,85,187,miss,yes,1,443,110,115,1
19833,77,121,miss,yes,2,633,0,147,2
36464,142,112,miss,no,109,28016,0,-1,-1
8541,33,93,miss,yes,3,861,0,88,3
12712,49,168,miss,no,88,22696,0,-1,-1
48955,191,59,miss,no,27,6971,-50,-1,-1
39206,153,38,miss,no,55,14118,38,-1,-1
15578,60,218,miss,yes,4,1242,15,16,4
49205,192,53,miss,yes,5,1333,0,193,5
7731,30,51,miss,no,51,13107,-116,-1,-1
43046,168,38,miss,no,68,17446,42,-1,-1
60498,236,82,miss,yes,6,1618,59,21,6
9237,36,21,miss,no,50,12821,0,-1,-1
47706,186,90,miss,no,104,26714,46,-1,-1
43973,171,197,miss,yes,7,1989,0,41,7
42008,164,24,miss,no,49,12568,0,-1,-1
27460,107,68,miss,no,56,14404,0,-1,-1
24999,97,167,miss,yes,8,2215,105,243,8
51933,202,221,miss,no,115,29661,0,-1,-1
34070,133,22,miss,no,26,6678,33,-1,-1
65155,254,131,miss,no,52,13443,-96,-1,-1
59955,234,51,miss,no,106,27187,-116,-1,-1
9277,36,61,hit,no,50,12861,0,-1,-1
20420,79,196,miss,yes,9,2500,0,35,9
44860,175,60,miss,no,23,5948,0,-1,-1
50992,199,48,miss,yes,10,2608,0,231,10
10583,41,87,miss,yes,11,2903,85,220,11
57751,225,151,miss,no,38,9879,101,-1,-1
23195,90,155,miss,no,58,15003,-90,-1,-1
27227,106,91,miss,no,122,31323,-106,-1,-1
42816,167,64,miss,no,17,4416,0,-1,-1
58219,227,107,miss,yes,12,3179,-38,189,12
37606,146,230,miss,no,40,10470,36,-1,-1
18426,71,250,miss,no,117,30202,17,-1,-1
21238,82,246,miss,no,81,20982,20,-1,-1
11983,46,207,miss,yes,13,3535,-77,112,13
48394,189,10,miss,yes,14,3594,47,237,14
11036,43,28,miss,yes,15,3868,0,222,15
30557,119,93,miss,yes,16,4189,0,5,16
23453,91,157,miss,yes,17,4509,0,167,17
49847,194,183,miss,yes,18,4791,-83,241,18
30032,117,80,miss,yes,19,4944,0,126,19
48065,187,193,miss,no,70,18113,0,-1,-1
6957,27,45,miss,no,108,27693,0,-1,-1
2301,8,253,miss,no,82,21245,0,-1,-1
7736,30,56,miss,no,51,13112,0,-1,-1
31260,122,28,miss,yes,20,5148,0,148,20
17071,66,175,miss,yes,21,5551,-85,65,21
8940,34,236,miss,yes,22,5868,0,57,22
9929,38,201,miss,yes,23,6089,0,175,23
45563,177,251,miss,yes,24,6395,126,93,24
12107,47,75,miss,yes,25,6475,-46,19,25
